"","word","EAP","author","freq"
"40","bad",NA,"HPL",0.000847888756995082
"41","barry",NA,"HPL",0.00072070544344582
"42","barzai",NA,"HPL",0.000763099881295574
"43","bear",0.000738120867292019,"HPL",0.000678311005596066
"44","beard",NA,"HPL",0.00072070544344582
"45","bearded",NA,"HPL",0.00127183313549262
"46","bearing",NA,"HPL",0.000805494319145328
"47","beauty",0.00147624173458404,"HPL",0.00114464982194336
"48","beginning",NA,"HPL",0.000763099881295574
"49","begun",NA,"HPL",0.0010174665083941
"50","beheld",0.000645855758880517,"HPL",0.00118704425979312
"51","believed",0.000522835614331847,"HPL",0.000805494319145328
"52","ben",NA,"HPL",0.000805494319145328
"53","beneath",0.00172228202368138,"HPL",0.00207732745463795
"54","bent",NA,"HPL",0.000805494319145328
"55","birch",NA,"HPL",0.0010174665083941
"56","bit",NA,"HPL",0.000763099881295574
"57","black",0.00181454713209288,"HPL",0.00504493810412074
"58","blasphemous",NA,"HPL",0.000678311005596066
"59","blood",0.00104567122866369,"HPL",0.00169577751399016
"60","blue",0.000645855758880517,"HPL",0.00144141088689164
"61","boat",0.00129171151776103,"HPL",0.00072070544344582
"62","bodies",0.000922651084115024,"HPL",0.000890283194844836
"63","body",0.0038751345532831,"HPL",0.00309479396303205
"64","bog",NA,"HPL",0.000763099881295574
"65","book",0.0012302014454867,"HPL",0.0015685942004409
"66","books",0.000553590650469014,"HPL",0.00178056638968967
"67","bore",0.000922651084115024,"HPL",0.0010174665083941
"68","born",NA,"HPL",0.00169577751399016
"69","boston",NA,"HPL",0.00072070544344582
"70","bottom",0.00110718130093803,"HPL",0.000890283194844836
"71","box",0.00190681224050438,"HPL",0.000975072070544345
"72","boy",NA,"HPL",0.0015685942004409
"73","brain",0.000738120867292019,"HPL",0.00139901644904189
"74","brick",NA,"HPL",0.00127183313549262
"75","bridge",NA,"HPL",0.000975072070544345
"76","broke",NA,"HPL",0.000805494319145328
"77","broken",0.000522835614331847,"HPL",0.00105986094624385
"78","brought",0.00175303705981855,"HPL",0.00241648295743598
"79","brown",NA,"HPL",0.00122943869764287
"80","building",0.00107642626480086,"HPL",0.000847888756995082
"81","built",NA,"HPL",0.000975072070544345
"82","buried",0.000707365831154852,"HPL",0.000975072070544345
"83","burst",NA,"HPL",0.00093267763269459
"84","bus",NA,"HPL",0.000805494319145328
"85","business",0.00153775180685837,"HPL",0.00072070544344582
"86","call",0.00153775180685837,"HPL",0.00139901644904189
"87","called",0.00230662771028756,"HPL",0.00182296082753943
"88","care",0.000799630939566354,"HPL",0.00105986094624385
"89","carried",NA,"HPL",0.00110225538409361
"90","carter",NA,"HPL",0.00118704425979312
"91","carven",NA,"HPL",0.000678311005596066
"92","cast",NA,"HPL",0.00110225538409361
"93","castle",NA,"HPL",0.00105986094624385
"94","cats",NA,"HPL",0.000678311005596066
"95","caught",0.000553590650469014,"HPL",0.000763099881295574
"96","caused",NA,"HPL",0.00127183313549262
"97","ceased",0.000768875903429187,"HPL",0.000678311005596066
"98","cellar",NA,"HPL",0.00169577751399016
"99","centuries",NA,"HPL",0.000975072070544345
"100","century",NA,"HPL",0.00135662201119213
"101","chair",0.000768875903429187,"HPL",0.00072070544344582
"102","chamber",0.00233738274642473,"HPL",0.000847888756995082
"103","chance",NA,"HPL",0.00105986094624385
"104","change",0.000799630939566354,"HPL",0.00110225538409361
"105","changed",NA,"HPL",0.00093267763269459
"106","chaos",NA,"HPL",0.000847888756995082
"107","child",0.000676610795017684,"HPL",0.00093267763269459
"108","children",NA,"HPL",0.00110225538409361
"109","church",NA,"HPL",0.00127183313549262
"110","cities",NA,"HPL",0.00110225538409361
"111","city",0.00190681224050438,"HPL",0.00483296591487197
"112","climb",NA,"HPL",0.00072070544344582
"113","climbed",NA,"HPL",0.000678311005596066
"114","close",0.00147624173458404,"HPL",0.00195014414108869
"115","closed",0.000922651084115024,"HPL",0.00105986094624385
"116","clouds",NA,"HPL",0.000763099881295574
"117","cold",NA,"HPL",0.00152619976259115
"118","college",NA,"HPL",0.00122943869764287
"119","coming",0.000768875903429187,"HPL",0.00118704425979312
"120","commenced",NA,"HPL",0.00072070544344582
"121","common",0.00101491619252653,"HPL",0.00122943869764287
"122","complete",0.000584345686606182,"HPL",0.000763099881295574
"123","connected",0.000492080578194679,"HPL",0.000763099881295574
"124","consciousness",NA,"HPL",0.00093267763269459
"125","continued",0.00199907734891589,"HPL",0.000847888756995082
"126","corner",0.000830385975703521,"HPL",0.00114464982194336
"127","corpse",0.00199907734891589,"HPL",0.000678311005596066
"128","country",0.000707365831154852,"HPL",0.00114464982194336
"129","countryside",NA,"HPL",0.00072070544344582
"130","covered",NA,"HPL",0.00122943869764287
"131","creatures",NA,"HPL",0.000763099881295574
"132","crowd",NA,"HPL",0.00072070544344582
"133","crumbling",NA,"HPL",0.000805494319145328
"134","cthulhu",NA,"HPL",0.000678311005596066
"135","cult",NA,"HPL",0.00110225538409361
"136","curiosity",0.000738120867292019,"HPL",0.000890283194844836
"137","curious",NA,"HPL",0.00228929964388672
"138","curiously",NA,"HPL",0.00093267763269459
"139","cut",0.000984161156389359,"HPL",0.00127183313549262
"140","daemon",NA,"HPL",0.000763099881295574
"141","daemoniac",NA,"HPL",0.000678311005596066
"142","damp",NA,"HPL",0.000763099881295574
"143","daown",NA,"HPL",0.00093267763269459
"144","dare",NA,"HPL",0.000805494319145328
"145","dared",NA,"HPL",0.00093267763269459
"146","dark",0.00181454713209288,"HPL",0.00453620484992369
"147","darkness",0.000891896047977856,"HPL",0.00152619976259115
"148","dawn",NA,"HPL",0.000847888756995082
"149","day",0.00535137628786714,"HPL",0.00593522129896558
"150","days",0.00252191296324773,"HPL",0.00237408851958623
"151","dead",0.00156850684299554,"HPL",0.00356113277937935
"152","death",0.00304474857757958,"HPL",0.00377310496862812
"153","decay",NA,"HPL",0.00072070544344582
"154","decided",NA,"HPL",0.00093267763269459
"155","deep",0.00196832231277872,"HPL",0.00220451076818721
"156","deeper",NA,"HPL",0.000678311005596066
"157","depths",NA,"HPL",0.00072070544344582
"158","describe",0.000615100722743349,"HPL",0.000763099881295574
"159","deserted",NA,"HPL",0.00165338307614041
"160","devil",NA,"HPL",0.00072070544344582
"161","died",0.000830385975703521,"HPL",0.00161098863829066
"162","dim",0.000553590650469014,"HPL",0.000763099881295574
"163","direction",0.00129171151776103,"HPL",0.00122943869764287
"164","disappeared",NA,"HPL",0.000763099881295574
"165","distance",0.00153775180685837,"HPL",0.00122943869764287
"166","distant",NA,"HPL",0.00237408851958623
"167","disturbed",NA,"HPL",0.00072070544344582
"168","doctor",NA,"HPL",0.00110225538409361
"169","dogs",NA,"HPL",0.000678311005596066
"170","door",0.00353682915577426,"HPL",0.00602001017466508
"171","doubt",0.00326003383053975,"HPL",0.00131422757334238
"172","dr",0.000676610795017684,"HPL",0.00275563846023402
"173","dread",NA,"HPL",0.000763099881295574
"174","dreaded",NA,"HPL",0.00072070544344582
"175","dream",0.000953406120252191,"HPL",0.00322197727658131
"176","dreamed",NA,"HPL",0.00072070544344582
"177","dreams",0.000676610795017684,"HPL",0.0041546549092759
"178","drew",NA,"HPL",0.00114464982194336
"179","dropped",NA,"HPL",0.00093267763269459
"180","dunwich",NA,"HPL",0.00110225538409361
"181","dwelt",NA,"HPL",0.00131422757334238
"182","ears",0.0012302014454867,"HPL",0.000975072070544345
"183","earth",0.00279870828848224,"HPL",0.00364592165507885
"184","earth's",NA,"HPL",0.00072070544344582
"185","east",0.00101491619252653,"HPL",0.00105986094624385
"186","edge",0.000615100722743349,"HPL",0.000847888756995082
"187","ef",NA,"HPL",0.000805494319145328
"188","effect",0.00159926187913271,"HPL",0.000805494319145328
"189","elder",NA,"HPL",0.000847888756995082
"190","electric",NA,"HPL",0.000847888756995082
"191","elwood",NA,"HPL",0.000847888756995082
"192","em",NA,"HPL",0.00165338307614041
"193","england",NA,"HPL",0.000678311005596066
"194","english",0.000553590650469014,"HPL",0.00072070544344582
"195","entered",0.00159926187913271,"HPL",0.00105986094624385
"196","escape",0.000891896047977856,"HPL",0.00122943869764287
"197","evening",0.00104567122866369,"HPL",0.00165338307614041
"198","evidently",0.000984161156389359,"HPL",0.0010174665083941
"199","evil",0.000768875903429187,"HPL",0.00161098863829066
"200","exceedingly",0.00126095648162387,"HPL",0.00072070544344582
"201","excited",0.00110718130093803,"HPL",0.000847888756995082
"202","existence",0.00116869137321236,"HPL",0.0010174665083941
"203","expected",0.000707365831154852,"HPL",0.0010174665083941
"204","experience",NA,"HPL",0.000805494319145328
"205","expression",0.00144548669844687,"HPL",0.00118704425979312
"206","eye",0.00301399354144241,"HPL",0.00118704425979312
"207","eyed",NA,"HPL",0.000763099881295574
"208","eyes",0.00516684607104413,"HPL",0.00546888248261828
"209","faint",NA,"HPL",0.0020349330167882
"210","fallen",0.000768875903429187,"HPL",0.0010174665083941
"211","familiar",NA,"HPL",0.00114464982194336
"212","family",0.00126095648162387,"HPL",0.00216211633033746
"213","fancied",NA,"HPL",0.000975072070544345
"214","fancy",0.00119944640934953,"HPL",0.0010174665083941
"215","fantastic",NA,"HPL",0.000890283194844836
"216","fashion",0.000738120867292019,"HPL",0.000805494319145328
"217","father",0.000553590650469014,"HPL",0.00165338307614041
"218","fear",0.000738120867292019,"HPL",0.00419704934712566
"219","feared",NA,"HPL",0.000847888756995082
"220","fears",NA,"HPL",0.000975072070544345
"221","features",0.000584345686606182,"HPL",0.00110225538409361
"222","feeble",0.000830385975703521,"HPL",0.000805494319145328
"223","feel",0.00129171151776103,"HPL",0.0010174665083941
"224","feet",0.00362909426418576,"HPL",0.00207732745463795
"225","fell",0.00239889281869906,"HPL",0.00139901644904189
"226","fellow",0.000984161156389359,"HPL",0.00122943869764287
"227","fer",NA,"HPL",0.000975072070544345
"228","field",NA,"HPL",0.000678311005596066
"229","figure",0.00181454713209288,"HPL",0.000847888756995082
"230","figures",0.000553590650469014,"HPL",0.000763099881295574
"231","filled",0.000861141011840689,"HPL",0.000890283194844836
"232","final",NA,"HPL",0.000805494319145328
"233","finally",0.00144548669844687,"HPL",0.00178056638968967
"234","finding",0.000522835614331847,"HPL",0.00072070544344582
"235","fire",0.000953406120252191,"HPL",0.0010174665083941
"236","fish",NA,"HPL",0.00110225538409361
"237","flame",NA,"HPL",0.000847888756995082
"238","floor",0.0013224665538982,"HPL",0.00368831609292861
"239","folk",NA,"HPL",0.00152619976259115
"240","folks",NA,"HPL",0.0015685942004409
"241","forbidden",NA,"HPL",0.000890283194844836
"242","force",0.00129171151776103,"HPL",0.0010174665083941
"243","forced",0.000676610795017684,"HPL",0.000763099881295574
"244","forest",NA,"HPL",0.000763099881295574
"245","forgotten",0.000799630939566354,"HPL",0.00118704425979312
"246","form",0.00206058742119022,"HPL",0.00237408851958623
"247","formed",0.00107642626480086,"HPL",0.00122943869764287
"248","forms",0.000615100722743349,"HPL",0.0010174665083941
"249","found",0.00707365831154852,"HPL",0.00788536544005427
"250","frantic",NA,"HPL",0.00105986094624385
"251","free",NA,"HPL",0.000890283194844836
"252","frequent",0.000553590650469014,"HPL",0.000678311005596066
"253","fresh",NA,"HPL",0.00182296082753943
"254","friend",0.00242964785483623,"HPL",0.00250127183313549
"255","fright",NA,"HPL",0.00122943869764287
"256","frightened",NA,"HPL",0.00105986094624385
"257","frightful",NA,"HPL",0.00190774970323894
"258","front",0.000615100722743349,"HPL",0.0010174665083941
"259","furtive",NA,"HPL",0.000805494319145328
"260","gardens",NA,"HPL",0.000975072070544345
"261","garret",NA,"HPL",0.00072070544344582
"262","gate",NA,"HPL",0.000975072070544345
"263","gentle",0.000707365831154852,"HPL",0.000678311005596066
"264","german",NA,"HPL",0.000763099881295574
"265","ghastly",0.000830385975703521,"HPL",0.000805494319145328
"266","gigantic",0.000768875903429187,"HPL",0.000805494319145328
"267","gilman",NA,"HPL",0.00271324402238426
"268","git",NA,"HPL",0.000847888756995082
"269","glad",NA,"HPL",0.00093267763269459
"270","glance",0.000768875903429187,"HPL",0.000805494319145328
"271","glass",0.000830385975703521,"HPL",0.0010174665083941
"272","glen",NA,"HPL",0.000763099881295574
"273","glimpse",NA,"HPL",0.000805494319145328
"274","glimpsed",NA,"HPL",0.00072070544344582
"275","glow",NA,"HPL",0.000678311005596066
"276","god",0.00159926187913271,"HPL",0.00144141088689164
"277","gods",NA,"HPL",0.00245887739528574
"278","gold",0.00107642626480086,"HPL",0.00114464982194336
"279","golden",NA,"HPL",0.00127183313549262
"280","gradually",0.000645855758880517,"HPL",0.000847888756995082
"281","grandfather",NA,"HPL",0.000763099881295574
"282","grave",0.000738120867292019,"HPL",0.00131422757334238
"283","green",0.000953406120252191,"HPL",0.00245887739528574
"284","grew",0.00159926187913271,"HPL",0.00275563846023402
"285","grey",NA,"HPL",0.00207732745463795
"286","grotesque",NA,"HPL",0.00110225538409361
"287","ground",0.00104567122866369,"HPL",0.00207732745463795
"288","grove",NA,"HPL",0.00072070544344582
"289","growing",NA,"HPL",0.000763099881295574
"290","grown",NA,"HPL",0.000975072070544345
"291","guess",NA,"HPL",0.0010174665083941
"292","hair",0.0011379363370752,"HPL",0.000975072070544345
"293","half",0.00270644318007074,"HPL",0.0046209937256232
"294","hall",NA,"HPL",0.00152619976259115
"295","hand",0.00409041980624327,"HPL",0.00237408851958623
"296","hands",0.0013224665538982,"HPL",0.00182296082753943
"297","happened",0.000738120867292019,"HPL",0.000805494319145328
"298","harbour",NA,"HPL",0.000805494319145328
"299","hard",NA,"HPL",0.000847888756995082
"300","harris",NA,"HPL",0.00093267763269459
"301","hatheg",NA,"HPL",0.00072070544344582
"302","haunted",NA,"HPL",0.00139901644904189
"303","head",0.00504382592649546,"HPL",0.00334916059013057
"304","hear",0.000615100722743349,"HPL",0.00173817195183992
"305","heard",0.0027371982162079,"HPL",0.00737663218585722
"306","heaven",0.000891896047977856,"HPL",0.000847888756995082
"307","heavy",0.000861141011840689,"HPL",0.00152619976259115
"308","heerd",NA,"HPL",0.000763099881295574
"309","heh",NA,"HPL",0.00105986094624385
"310","height",0.00129171151776103,"HPL",0.000890283194844836
"311","held",0.00104567122866369,"HPL",0.00207732745463795
"312","hellish",NA,"HPL",0.0010174665083941
"313","hidden",NA,"HPL",0.00152619976259115
"314","hideous",0.000891896047977856,"HPL",0.00339155502798033
"315","hill",NA,"HPL",0.00292521621163303
"316","hills",0.000645855758880517,"HPL",0.00182296082753943
"317","hillside",NA,"HPL",0.00072070544344582
"318","hint",NA,"HPL",0.000805494319145328
"319","hold",0.0014147316623097,"HPL",0.000678311005596066
"320","home",0.00184530216823005,"HPL",0.00241648295743598
"321","hope",0.0011379363370752,"HPL",0.000678311005596066
"322","horizon",0.000707365831154852,"HPL",0.000763099881295574
"323","horrible",0.000584345686606182,"HPL",0.00199253857893844
"324","horribly",NA,"HPL",0.000678311005596066
"325","horror",0.00166077195140704,"HPL",0.00390028828217738
"326","horrors",NA,"HPL",0.000805494319145328
"327","host",NA,"HPL",0.000805494319145328
"328","hour",0.00212209749346455,"HPL",0.00186535526538918
"329","hours",0.00166077195140704,"HPL",0.00241648295743598
"330","house",0.00304474857757958,"HPL",0.00797015431575377
"331","houses",0.000492080578194679,"HPL",0.00279803289808377
"332","huge",0.00129171151776103,"HPL",0.000678311005596066
"333","human",0.00239889281869906,"HPL",0.00351873834152959
"334","ice",NA,"HPL",0.000847888756995082
"335","idea",0.00353682915577426,"HPL",0.000678311005596066
"336","image",NA,"HPL",0.00105986094624385
"337","imagination",0.000953406120252191,"HPL",0.00131422757334238
"338","impossible",0.00196832231277872,"HPL",0.000678311005596066
"339","impression",0.000615100722743349,"HPL",0.000890283194844836
"340","impressions",0.000522835614331847,"HPL",0.00072070544344582
"341","innsmouth",NA,"HPL",0.00250127183313549
"342","instant",0.00172228202368138,"HPL",0.000763099881295574
"343","iranon",NA,"HPL",0.00110225538409361
"344","iron",0.000861141011840689,"HPL",0.000805494319145328
"345","island",0.000615100722743349,"HPL",0.00139901644904189
"346","jermyn",NA,"HPL",0.00161098863829066
"347","joe",NA,"HPL",0.000847888756995082
"348","johansen",NA,"HPL",0.000805494319145328
"349","kalos",NA,"HPL",0.00072070544344582
"350","key",0.000584345686606182,"HPL",0.00144141088689164
"351","kin",NA,"HPL",0.000678311005596066
"352","king",0.000584345686606182,"HPL",0.000678311005596066
"353","kingsport",NA,"HPL",0.000975072070544345
"354","knowledge",0.00107642626480086,"HPL",0.00093267763269459
"355","laboratory",NA,"HPL",0.000975072070544345
"356","lake",NA,"HPL",0.00072070544344582
"357","land",0.000676610795017684,"HPL",0.00228929964388672
"358","language",0.000645855758880517,"HPL",0.000678311005596066
"359","late",0.00147624173458404,"HPL",0.00131422757334238
"360","laughed",NA,"HPL",0.000847888756995082
"361","lay",0.00292172843303091,"HPL",0.00241648295743598
"362","leading",NA,"HPL",0.00093267763269459
"363","learned",NA,"HPL",0.00127183313549262
"364","leave",0.000707365831154852,"HPL",0.00093267763269459
"365","leaving",0.000891896047977856,"HPL",0.00072070544344582
"366","led",0.000861141011840689,"HPL",0.00169577751399016
"367","left",0.00430570505920344,"HPL",0.00525691029336951
"368","legend",NA,"HPL",0.000805494319145328
"369","legends",NA,"HPL",0.00105986094624385
"370","length",0.00547439643241581,"HPL",0.00161098863829066
"371","level",NA,"HPL",0.000678311005596066
"372","library",NA,"HPL",0.000763099881295574
"373","life",0.00319852375826542,"HPL",0.00551127692046803
"374","light",0.00332154390281409,"HPL",0.00525691029336951
"375","lightning",NA,"HPL",0.000847888756995082
"376","lights",NA,"HPL",0.00131422757334238
"377","line",0.0012302014454867,"HPL",0.00165338307614041
"378","lines",NA,"HPL",0.000763099881295574
"379","listen",NA,"HPL",0.000847888756995082
"380","listened",NA,"HPL",0.00072070544344582
"381","live",0.000522835614331847,"HPL",0.00093267763269459
"382","lived",0.000584345686606182,"HPL",0.00105986094624385
"383","living",0.000768875903429187,"HPL",0.00211972189248771
"384","local",NA,"HPL",0.00093267763269459
"385","locked",NA,"HPL",0.000678311005596066
"386","lonely",NA,"HPL",0.000763099881295574
"387","looked",0.00202983238505305,"HPL",0.00381549940647787
"388","lore",NA,"HPL",0.000847888756995082
"389","lost",0.00156850684299554,"HPL",0.00152619976259115
"390","lot",NA,"HPL",0.000763099881295574
"391","low",0.00172228202368138,"HPL",0.00220451076818721
"392","lower",0.000615100722743349,"HPL",0.000678311005596066
"393","mad",0.000522835614331847,"HPL",0.00224690520603697
"394","madness",NA,"HPL",0.00139901644904189
"395","magic",NA,"HPL",0.000805494319145328
"396","main",0.00181454713209288,"HPL",0.000678311005596066
"397","man's",NA,"HPL",0.000805494319145328
"398","manner",0.00350607411963709,"HPL",0.000678311005596066
"399","mansion",NA,"HPL",0.00127183313549262
"400","manuscript",NA,"HPL",0.000678311005596066
"401","marble",0.000492080578194679,"HPL",0.00152619976259115
"402","marsh",NA,"HPL",0.0010174665083941
"403","martense",NA,"HPL",0.00093267763269459
"404","material",0.00101491619252653,"HPL",0.000890283194844836
"405","matter",0.00427495002306628,"HPL",0.00148380532474139
"406","means",0.00341380901122559,"HPL",0.000805494319145328
"407","meant",NA,"HPL",0.000805494319145328
"408","memories",NA,"HPL",0.000678311005596066
"409","memory",0.00119944640934953,"HPL",0.00169577751399016
"410","mental",0.000553590650469014,"HPL",0.0010174665083941
"411","met",0.000799630939566354,"HPL",0.00139901644904189
"412","midnight",0.000676610795017684,"HPL",0.00114464982194336
"413","mighty",NA,"HPL",0.000805494319145328
"414","mind",0.00402890973396894,"HPL",0.00356113277937935
"415","mine",0.000645855758880517,"HPL",0.00110225538409361
"416","miskatonic",NA,"HPL",0.000975072070544345
"417","mists",NA,"HPL",0.000805494319145328
"418","mixed",NA,"HPL",0.000975072070544345
"419","modern",NA,"HPL",0.000890283194844836
"420","moment",0.00313701368599108,"HPL",0.00237408851958623
"421","monstrous",NA,"HPL",0.00190774970323894
"422","months",0.000707365831154852,"HPL",0.00072070544344582
"423","moon",0.00169152698754421,"HPL",0.00385789384432762
"424","moonlight",NA,"HPL",0.000890283194844836
"425","morbid",NA,"HPL",0.00093267763269459
"426","morning",0.00193756727664155,"HPL",0.00237408851958623
"427","mother",NA,"HPL",0.00105986094624385
"428","motion",0.0011379363370752,"HPL",0.000805494319145328
"429","mould",NA,"HPL",0.000678311005596066
"430","mountain",NA,"HPL",0.00216211633033746
"431","moved",0.000492080578194679,"HPL",0.00127183313549262
"432","music",0.000522835614331847,"HPL",0.000763099881295574
"433","musides",NA,"HPL",0.000805494319145328
"434","mystery",0.000953406120252191,"HPL",0.000805494319145328
"435","nameless",NA,"HPL",0.00139901644904189
"436","narrow",0.000861141011840689,"HPL",0.00148380532474139
"437","natives",NA,"HPL",0.000678311005596066
"438","natural",0.00190681224050438,"HPL",0.000890283194844836
"439","nature",0.00316776872212825,"HPL",0.00186535526538918
"440","necronomicon",NA,"HPL",0.000678311005596066
"441","nervous",0.000492080578194679,"HPL",0.0010174665083941
"442","night",0.00439797016761495,"HPL",0.0107681872138375
"443","nightmare",NA,"HPL",0.00105986094624385
"444","noises",NA,"HPL",0.000678311005596066
"445","normal",NA,"HPL",0.000763099881295574
"446","north",0.000522835614331847,"HPL",0.00207732745463795
"447","notes",NA,"HPL",0.00110225538409361
"448","notice",0.000676610795017684,"HPL",0.000763099881295574
"449","noticed",NA,"HPL",0.00148380532474139
"450","obed",NA,"HPL",0.00110225538409361
"451","object",0.00230662771028756,"HPL",0.00186535526538918
"452","obtained",0.000861141011840689,"HPL",0.000678311005596066
"453","occurred",0.0011379363370752,"HPL",0.00093267763269459
"454","ocean",0.000645855758880517,"HPL",0.000890283194844836
"455","odd",0.0011379363370752,"HPL",0.00216211633033746
"456","oddly",NA,"HPL",0.000763099881295574
"457","odour",NA,"HPL",0.000763099881295574
"458","organic",NA,"HPL",0.000805494319145328
"459","pair",NA,"HPL",0.000678311005596066
"460","pale",0.000584345686606182,"HPL",0.0010174665083941
"461","paper",0.00156850684299554,"HPL",0.00114464982194336
"462","partly",NA,"HPL",0.000975072070544345
"463","passage",0.00104567122866369,"HPL",0.000763099881295574
"464","passed",0.00184530216823005,"HPL",0.00169577751399016
"465","past",0.000584345686606182,"HPL",0.00292521621163303
"466","peak",NA,"HPL",0.000678311005596066
"467","peculiar",0.00147624173458404,"HPL",0.0015685942004409
"468","people",0.00129171151776103,"HPL",0.0036035272172291
"469","period",0.00279870828848224,"HPL",0.000763099881295574
"470","person",0.00326003383053975,"HPL",0.00072070544344582
"471","persons",0.000984161156389359,"HPL",0.00093267763269459
"472","physical",0.000861141011840689,"HPL",0.00072070544344582
"473","physician",NA,"HPL",0.000678311005596066
"474","pickman",NA,"HPL",0.00110225538409361
"475","picture",NA,"HPL",0.00093267763269459
"476","plain",NA,"HPL",0.00110225538409361
"477","pocket",0.000953406120252191,"HPL",0.000847888756995082
"478","police",0.000645855758880517,"HPL",0.00114464982194336
"479","poor",0.000645855758880517,"HPL",0.00135662201119213
"480","position",0.00193756727664155,"HPL",0.00072070544344582
"481","possessed",0.000584345686606182,"HPL",0.00072070544344582
"482","power",0.00172228202368138,"HPL",0.000763099881295574
"483","prepared",0.000676610795017684,"HPL",0.000805494319145328
"484","presence",0.00104567122866369,"HPL",0.00093267763269459
"485","prints",NA,"HPL",0.00072070544344582
"486","professor",NA,"HPL",0.00144141088689164
"487","proved",0.000707365831154852,"HPL",0.000975072070544345
"488","public",0.00107642626480086,"HPL",0.00093267763269459
"489","quality",NA,"HPL",0.0010174665083941
"490","queer",NA,"HPL",0.00245887739528574
"491","quest",NA,"HPL",0.000847888756995082
"492","questions",NA,"HPL",0.000763099881295574
"493","quickly",NA,"HPL",0.000805494319145328
"494","quiet",NA,"HPL",0.000975072070544345
"495","rain",NA,"HPL",0.000975072070544345
"496","ran",0.000553590650469014,"HPL",0.00110225538409361
"497","rat",NA,"HPL",0.00093267763269459
"498","reach",0.000676610795017684,"HPL",0.00105986094624385
"499","reached",0.00110718130093803,"HPL",0.00211972189248771
"500","read",0.000738120867292019,"HPL",0.00220451076818721
"501","reading",0.000522835614331847,"HPL",0.00072070544344582
"502","real",0.000984161156389359,"HPL",0.000890283194844836
"503","reality",NA,"HPL",0.0010174665083941
"504","reason",0.00249115792711056,"HPL",0.00139901644904189
"505","recall",NA,"HPL",0.00148380532474139
"506","red",0.0012302014454867,"HPL",0.00161098863829066
"507","reef",NA,"HPL",0.00122943869764287
"508","region",0.000553590650469014,"HPL",0.00127183313549262
"509","relief",NA,"HPL",0.000890283194844836
"510","remained",0.00153775180685837,"HPL",0.00122943869764287
"511","remains",NA,"HPL",0.00072070544344582
"512","remember",0.00150699677072121,"HPL",0.00131422757334238
"513","remembered",0.000615100722743349,"HPL",0.00072070544344582
"514","remote",0.000799630939566354,"HPL",0.00122943869764287
"515","resolved",0.000707365831154852,"HPL",0.00072070544344582
"516","rest",0.00101491619252653,"HPL",0.00131422757334238
"517","results",0.000492080578194679,"HPL",0.000805494319145328
"518","return",0.00126095648162387,"HPL",0.00110225538409361
"519","returned",0.000738120867292019,"HPL",0.00118704425979312
"520","rise",0.000522835614331847,"HPL",0.00114464982194336
"521","rising",NA,"HPL",0.00072070544344582
"522","river",0.00150699677072121,"HPL",0.00169577751399016
"523","road",NA,"HPL",0.00169577751399016
"524","rock",0.000553590650469014,"HPL",0.00122943869764287
"525","roman",NA,"HPL",0.000805494319145328
"526","roof",NA,"HPL",0.000890283194844836
"527","roofs",NA,"HPL",0.00122943869764287
"528","rose",NA,"HPL",0.00131422757334238
"529","rotting",NA,"HPL",0.000678311005596066
"530","ruined",NA,"HPL",0.00093267763269459
"531","ruins",NA,"HPL",0.000975072070544345
"532","run",0.000584345686606182,"HPL",0.000678311005596066
"533","sailed",NA,"HPL",0.000678311005596066
