"","author","word","n","tf","idf","tf_idf"
"38","EAP","abroad",5,6.8639833067926e-05,0,0
"39","EAP","abrupt",2,2.74559332271704e-05,0,0
"40","EAP","abruptly",7,9.60957662950964e-05,0,0
"41","EAP","absconded",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"42","EAP","absence",25,0.00034319916533963,0,0
"43","EAP","absent",6,8.23677996815112e-05,0,0
"44","EAP","absolute",24,0.000329471198726045,0,0
"45","EAP","absolutely",33,0.000453022898248311,0,0
"46","EAP","absolved",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"47","EAP","absorbed",17,0.000233375432430948,0,0
"48","EAP","absorbing",2,2.74559332271704e-05,0,0
"49","EAP","abstract",6,8.23677996815112e-05,0.405465108108164,3.33972688024956e-05
"50","EAP","abstracted",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"51","EAP","abstraction",7,9.60957662950964e-05,0.405465108108164,3.89634802695781e-05
"52","EAP","abstractions",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"53","EAP","abstractly",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"54","EAP","abstruse",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"55","EAP","abstruseness",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"56","EAP","absurd",10,0.000137279666135852,0.405465108108164,5.56621146708259e-05
"57","EAP","absurdities",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"58","EAP","absurdity",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"59","EAP","absurdly",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"60","EAP","absurdum",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"61","EAP","abundance",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"62","EAP","abundantly",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"63","EAP","abuse",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"64","EAP","abused",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"65","EAP","abuses",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"66","EAP","abxut",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"67","EAP","abyss",12,0.000164735599363022,0,0
"68","EAP","abysses",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"69","EAP","academy",10,0.000137279666135852,1.09861228866811,0.000150817128201102
"70","EAP","accelerated",4,5.49118664543408e-05,1.09861228866811,6.03268512804409e-05
"71","EAP","accelerating",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"72","EAP","acceleration",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"73","EAP","accent",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"74","EAP","accents",2,2.74559332271704e-05,0,0
"75","EAP","accentuation",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"76","EAP","accept",3,4.11838998407556e-05,0,0
"77","EAP","acceptance",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"78","EAP","acceptation",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"79","EAP","accepted",4,5.49118664543408e-05,0,0
"80","EAP","accepting",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"81","EAP","access",3,4.11838998407556e-05,0,0
"82","EAP","accession",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"83","EAP","accessory",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"84","EAP","accident",30,0.000411838998407556,0,0
"85","EAP","accidental",5,6.8639833067926e-05,0,0
"86","EAP","accidentally",6,8.23677996815112e-05,0,0
"87","EAP","accidents",6,8.23677996815112e-05,0.405465108108164,3.33972688024956e-05
"88","EAP","acclamation",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"89","EAP","accommodate",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"90","EAP","accommodated",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"91","EAP","accommodation",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"92","EAP","accompanied",11,0.000151007632749437,0,0
"93","EAP","accompanies",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"94","EAP","accompany",4,5.49118664543408e-05,0,0
"95","EAP","accompanying",3,4.11838998407556e-05,0,0
"96","EAP","accomplice",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"97","EAP","accomplices",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"98","EAP","accomplish",9,0.000123551699522267,0,0
"99","EAP","accomplished",25,0.00034319916533963,0,0
"100","EAP","accomplishing",4,5.49118664543408e-05,1.09861228866811,6.03268512804409e-05
"101","EAP","accomplishment",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"102","EAP","accord",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"103","EAP","accordance",8,0.000109823732908682,0.405465108108164,4.45296917366607e-05
"104","EAP","accorded",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"105","EAP","accorto",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"106","EAP","accost",1,1.37279666135852e-05,0,0
"107","EAP","accosted",7,9.60957662950964e-05,0,0
"108","EAP","account",66,0.000906045796496623,0,0
"109","EAP","accounted",6,8.23677996815112e-05,0.405465108108164,3.33972688024956e-05
"110","EAP","accounting",5,6.8639833067926e-05,1.09861228866811,7.54085641005512e-05
"111","EAP","accounts",5,6.8639833067926e-05,0,0
"112","EAP","accoutred",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"113","EAP","accoutrements",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"114","EAP","accredited",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"115","EAP","accruing",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"116","EAP","accumulate",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"117","EAP","accumulating",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"118","EAP","accumulations",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"119","EAP","accumulative",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"120","EAP","accuracy",7,9.60957662950964e-05,0,0
"121","EAP","accurate",5,6.8639833067926e-05,0,0
"122","EAP","accurately",8,0.000109823732908682,0.405465108108164,4.45296917366607e-05
"123","EAP","accursed",4,5.49118664543408e-05,0,0
"124","EAP","accusation",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"125","EAP","accuse",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"126","EAP","accused",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"127","EAP","accusing",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"128","EAP","accustomed",13,0.000178463565976608,0,0
"129","EAP","acetous",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"130","EAP","ached",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"131","EAP","achievement",2,2.74559332271704e-05,0,0
"132","EAP","achievements",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"133","EAP","achilles",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"134","EAP","acid",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"135","EAP","acknowledge",7,9.60957662950964e-05,0.405465108108164,3.89634802695781e-05
"136","EAP","acknowledged",4,5.49118664543408e-05,0,0
"137","EAP","acknowledgement",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"138","EAP","acknowledges",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"139","EAP","acknowledging",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"140","EAP","acknowledgment",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"141","EAP","acquaint",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"142","EAP","acquaintance",28,0.000384383065180385,0,0
"143","EAP","acquaintances",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"144","EAP","acquainted",8,0.000109823732908682,0,0
"145","EAP","acquiescence",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"146","EAP","acquired",13,0.000178463565976608,0,0
"147","EAP","acquirement",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"148","EAP","acquires",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"149","EAP","acquisition",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"150","EAP","acquisitions",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"151","EAP","acre",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"152","EAP","acrid",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"153","EAP","act",22,0.000302015265498874,0,0
"154","EAP","acted",2,2.74559332271704e-05,0,0
"155","EAP","acting",2,2.74559332271704e-05,0,0
"156","EAP","action",30,0.000411838998407556,0,0
"157","EAP","actions",9,0.000123551699522267,0,0
"158","EAP","active",3,4.11838998407556e-05,0,0
"159","EAP","activity",9,0.000123551699522267,0,0
"160","EAP","acts",3,4.11838998407556e-05,0,0
"161","EAP","actual",16,0.000219647465817363,0,0
"162","EAP","actuated",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"163","EAP","actuates",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"164","EAP","acumen",5,6.8639833067926e-05,1.09861228866811,7.54085641005512e-05
"165","EAP","acute",19,0.000260831365658119,0,0
"166","EAP","acutely",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"167","EAP","acuteness",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"168","EAP","ad",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"169","EAP","adage",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"170","EAP","adam",1,1.37279666135852e-05,0,0
"171","EAP","adapt",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"172","EAP","adaptation",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"173","EAP","adapted",20,0.000274559332271704,0,0
"174","EAP","adapting",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"175","EAP","adaption",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"176","EAP","add",9,0.000123551699522267,0,0
"177","EAP","added",13,0.000178463565976608,0,0
"178","EAP","adders",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"179","EAP","addicted",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"180","EAP","adding",2,2.74559332271704e-05,0,0
"181","EAP","addison",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"182","EAP","addition",8,0.000109823732908682,0,0
"183","EAP","additional",5,6.8639833067926e-05,0,0
"184","EAP","address",9,0.000123551699522267,0,0
"185","EAP","addressed",8,0.000109823732908682,0,0
"186","EAP","addresses",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"187","EAP","addressing",2,2.74559332271704e-05,0,0
"188","EAP","adds",3,4.11838998407556e-05,0,0
"189","EAP","adduce",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"190","EAP","adduced",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"191","EAP","adelaide",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"192","EAP","ademptum",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"193","EAP","adept",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"194","EAP","adequacy",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"195","EAP","adequate",3,4.11838998407556e-05,0,0
"196","EAP","adequately",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"197","EAP","adhered",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"198","EAP","adherence",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"199","EAP","adhesion",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"200","EAP","adieu",3,4.11838998407556e-05,0,0
"201","EAP","adjacent",1,1.37279666135852e-05,0,0
"202","EAP","adjective",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"203","EAP","adjoining",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"204","EAP","adjust",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"205","EAP","adjusted",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"206","EAP","adjusting",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"207","EAP","adjustment",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"208","EAP","admeasurement",4,5.49118664543408e-05,1.09861228866811,6.03268512804409e-05
"209","EAP","administered",1,1.37279666135852e-05,0,0
"210","EAP","administration",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"211","EAP","admirable",10,0.000137279666135852,0.405465108108164,5.56621146708259e-05
"212","EAP","admirably",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"213","EAP","admiration",14,0.000192191532590193,0,0
"214","EAP","admire",2,2.74559332271704e-05,0,0
"215","EAP","admired",5,6.8639833067926e-05,0,0
"216","EAP","admirer",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"217","EAP","admirers",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"218","EAP","admiring",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"219","EAP","admission",2,2.74559332271704e-05,0,0
"220","EAP","admit",19,0.000260831365658119,0,0
"221","EAP","admits",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"222","EAP","admittance",1,1.37279666135852e-05,0,0
"223","EAP","admitted",24,0.000329471198726045,0,0
"224","EAP","admitting",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"225","EAP","admonisher",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"226","EAP","admonition",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"227","EAP","ado",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"228","EAP","adolphe",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"229","EAP","adopt",2,2.74559332271704e-05,0,0
"230","EAP","adopted",13,0.000178463565976608,0.405465108108164,7.23607490720737e-05
"231","EAP","adopting",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"232","EAP","adoration",3,4.11838998407556e-05,0,0
"233","EAP","adore",1,1.37279666135852e-05,0,0
"234","EAP","adored",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"235","EAP","adorned",1,1.37279666135852e-05,0,0
"236","EAP","adroitness",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"237","EAP","adult",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"238","EAP","advance",10,0.000137279666135852,0,0
"239","EAP","advanced",8,0.000109823732908682,0,0
"240","EAP","advances",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"241","EAP","advantage",10,0.000137279666135852,0,0
"242","EAP","advantageous",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"243","EAP","advantages",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"244","EAP","advent",3,4.11838998407556e-05,0,0
"245","EAP","adventitious",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"246","EAP","adventure",12,0.000164735599363022,0,0
"247","EAP","adventurer",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"248","EAP","adventurers",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"249","EAP","adventures",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"250","EAP","adventuring",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"251","EAP","advert",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"252","EAP","adverted",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"253","EAP","adverting",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"254","EAP","advertise",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"255","EAP","advertisement",7,9.60957662950964e-05,0.405465108108164,3.89634802695781e-05
"256","EAP","advertisements",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"257","EAP","advertiser",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"258","EAP","advertising",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"259","EAP","advice",14,0.000192191532590193,0,0
"260","EAP","advisable",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"261","EAP","advise",1,1.37279666135852e-05,0,0
"262","EAP","advised",4,5.49118664543408e-05,0.405465108108164,2.22648458683304e-05
"263","EAP","advising",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"264","EAP","advocated",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"265","EAP","advoue",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"266","EAP","aeolus",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"267","EAP","aerial",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"268","EAP","ærial",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"269","EAP","aerienne",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"270","EAP","aeris",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"271","EAP","aeronaut",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"272","EAP","æronaut",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"273","EAP","aeronautic",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"274","EAP","aeronauts",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"275","EAP","æronauts",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"276","EAP","aerostation",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"277","EAP","ærostation",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"278","EAP","æschylus",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"279","EAP","afar",2,2.74559332271704e-05,0,0
"280","EAP","affability",2,2.74559332271704e-05,0,0
"281","EAP","affair",21,0.000288287298885289,0.405465108108164,0.000116890440808734
"282","EAP","affairs",16,0.000219647465817363,0,0
"283","EAP","affect",3,4.11838998407556e-05,0,0
"284","EAP","affectation",7,9.60957662950964e-05,0.405465108108164,3.89634802695781e-05
"285","EAP","affected",12,0.000164735599363022,0,0
"286","EAP","affectedly",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"287","EAP","affecting",1,1.37279666135852e-05,0,0
"288","EAP","affection",9,0.000123551699522267,0,0
"289","EAP","affectionate",1,1.37279666135852e-05,0,0
"290","EAP","affectionateness",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"291","EAP","affections",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"292","EAP","affidavits",5,6.8639833067926e-05,1.09861228866811,7.54085641005512e-05
"293","EAP","affinity",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"294","EAP","affirmative",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"295","EAP","affixed",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"296","EAP","afflatus",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"297","EAP","afflict",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"298","EAP","afflicted",3,4.11838998407556e-05,0,0
"299","EAP","affluence",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"300","EAP","afford",20,0.000274559332271704,0,0
"301","EAP","afforded",20,0.000274559332271704,0,0
"302","EAP","affording",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"303","EAP","affords",1,1.37279666135852e-05,0,0
"304","EAP","affronted",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"305","EAP","afloat",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"306","EAP","aforesaid",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"307","EAP","afraid",3,4.11838998407556e-05,0,0
"308","EAP","afrasiab",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"309","EAP","africa",1,1.37279666135852e-05,0,0
"310","EAP","african",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"311","EAP","afternoon",16,0.000219647465817363,0,0
"312","EAP","afterward",23,0.00031574323211246,0,0
"313","EAP","ag",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"314","EAP","agathos",6,8.23677996815112e-05,1.09861228866811,9.04902769206614e-05
"315","EAP","age",38,0.000521662731316237,0,0
"316","EAP","aged",6,8.23677996815112e-05,0,0
"317","EAP","agencies",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"318","EAP","agency",14,0.000192191532590193,0.405465108108164,7.79269605391563e-05
"319","EAP","agent",5,6.8639833067926e-05,0.405465108108164,2.7831057335413e-05
"320","EAP","agents",4,5.49118664543408e-05,0,0
"321","EAP","ages",8,0.000109823732908682,0,0
"322","EAP","aggregate",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"323","EAP","aggregated",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"324","EAP","aghast",9,0.000123551699522267,0,0
"325","EAP","agile",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"326","EAP","agility",4,5.49118664543408e-05,0,0
"327","EAP","agir",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"328","EAP","agitated",11,0.000151007632749437,0,0
"329","EAP","agitates",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"330","EAP","agitating",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"331","EAP","agitation",18,0.000247103399044534,0,0
"332","EAP","ago",32,0.000439294931634726,0,0
"333","EAP","agog",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"334","EAP","agonies",7,9.60957662950964e-05,0,0
"335","EAP","agony",18,0.000247103399044534,0,0
"336","EAP","agraffas",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"337","EAP","agree",3,4.11838998407556e-05,0,0
"338","EAP","agreeable",6,8.23677996815112e-05,0.405465108108164,3.33972688024956e-05
"339","EAP","agreed",10,0.000137279666135852,0,0
"340","EAP","agreeing",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"341","EAP","agreement",2,2.74559332271704e-05,0,0
"342","EAP","agressi",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"343","EAP","ague",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"344","EAP","ah",29,0.000398111031793971,0,0
"345","EAP","ahead",2,2.74559332271704e-05,0.405465108108164,1.11324229341652e-05
"346","EAP","ahem",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"347","EAP","ai",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"348","EAP","aid",19,0.000260831365658119,0,0
"349","EAP","aided",3,4.11838998407556e-05,0.405465108108164,1.66986344012478e-05
"350","EAP","aidenn",3,4.11838998407556e-05,1.09861228866811,4.52451384603307e-05
"351","EAP","aides",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"352","EAP","aiding",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"353","EAP","aigrette",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"354","EAP","ails",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"355","EAP","aim",3,4.11838998407556e-05,0,0
"356","EAP","aimed",1,1.37279666135852e-05,0,0
"357","EAP","aiming",2,2.74559332271704e-05,1.09861228866811,3.01634256402205e-05
"358","EAP","aimless",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"359","EAP","aims",1,1.37279666135852e-05,0.405465108108164,5.56621146708259e-06
"360","EAP","ainsworth",8,0.000109823732908682,1.09861228866811,0.000120653702560882
"361","EAP","aint",6,8.23677996815112e-05,1.09861228866811,9.04902769206614e-05
"362","EAP","air",103,0.00141398056119928,0,0
"363","EAP","airs",3,4.11838998407556e-05,0,0
"364","EAP","aisles",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"365","EAP","ajar",1,1.37279666135852e-05,0,0
"366","EAP","akin",2,2.74559332271704e-05,0,0
"367","EAP","al",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"368","EAP","alabaster",1,1.37279666135852e-05,1.09861228866811,1.50817128201102e-05
"369","EAP","alarm",6,8.23677996815112e-05,0,0
